airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-610,Bangalore,Evening,one,Night,Kolkata,Economy,28.08,48,5007
GO_FIRST,G8-283,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,8.67,48,5902
GO_FIRST,G8-292,Bangalore,Night,one,Afternoon,Kolkata,Economy,14.67,48,5902
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,7.42,48,6271
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Economy,8.42,48,6271
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,10.25,48,6271
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,10.42,48,6271
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Economy,11.42,48,6271
Vistara,UK-866,Bangalore,Night,one,Morning,Kolkata,Economy,12,48,6271
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13.25,48,6271
Vistara,UK-850,Bangalore,Evening,one,Morning,Kolkata,Economy,13.75,48,6271
Vistara,UK-864,Bangalore,Evening,one,Morning,Kolkata,Economy,14.67,48,6271
Vistara,UK-854,Bangalore,Evening,one,Morning,Kolkata,Economy,15.25,48,6271
Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Economy,19.25,48,6271
GO_FIRST,G8-320,Bangalore,Evening,one,Night,Kolkata,Economy,7.5,48,6186
GO_FIRST,G8-399,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.08,48,6186
GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,15.17,48,6186
GO_FIRST,G8-395,Bangalore,Morning,one,Night,Kolkata,Economy,15.5,48,6186
GO_FIRST,G8-805,Bangalore,Morning,one,Night,Kolkata,Economy,13.33,48,6276
GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Kolkata,Economy,13.83,48,6442
Indigo,6E-524,Bangalore,Morning,one,Afternoon,Kolkata,Economy,5.17,48,6548
Indigo,6E-524,Bangalore,Morning,one,Afternoon,Kolkata,Economy,5.83,48,6548
Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Kolkata,Economy,6.58,48,6548
Indigo,6E-524,Bangalore,Morning,one,Evening,Kolkata,Economy,8.67,48,6548
Indigo,6E-537,Bangalore,Morning,one,Evening,Kolkata,Economy,9.25,48,6548
Air_India,AI-501,Bangalore,Afternoon,one,Night,Kolkata,Economy,9,48,6583
Air_India,AI-505,Bangalore,Morning,one,Night,Kolkata,Economy,11.92,48,6583
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,Economy,16.17,48,6583
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.67,48,6956
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Night,Kolkata,Economy,14.83,48,6956
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.17,48,7106
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.67,48,7106
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Night,Kolkata,Economy,14.83,48,7106
Vistara,UK-893,Bangalore,Evening,two_or_more,Evening,Kolkata,Economy,22.17,48,7106
Vistara,UK-893,Bangalore,Evening,two_or_more,Evening,Kolkata,Economy,23.67,48,7106
Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Economy,12,48,7004
Air_India,AI-503,Bangalore,Evening,one,Morning,Kolkata,Economy,15.17,48,7004
Air_India,AI-808,Bangalore,Night,one,Afternoon,Kolkata,Economy,17.5,48,7004
Air_India,AI-501,Bangalore,Afternoon,one,Morning,Kolkata,Economy,19.67,48,7004
Air_India,AI-503,Bangalore,Evening,one,Afternoon,Kolkata,Economy,20.67,48,7004
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,8.58,48,7721
Air_India,AI-505,Bangalore,Morning,one,Evening,Kolkata,Economy,8.75,48,7529
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13,48,7529
Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Economy,6.58,48,8112
Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Economy,8.08,48,8112
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,48,8112
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,9.83,48,8112
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,10.08,48,8112
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.08,48,8112
Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Economy,11.17,48,8112
Vistara,UK-816,Bangalore,Morning,one,Night,Kolkata,Economy,11.25,48,8112
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.58,48,8112
Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Economy,12.42,48,8112
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.58,48,8112
Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Economy,12.67,48,8112
Vistara,UK-812,Bangalore,Morning,one,Night,Kolkata,Economy,13,48,8112
Vistara,UK-814,Bangalore,Night,one,Evening,Kolkata,Economy,20.92,48,8112
Vistara,UK-818,Bangalore,Evening,one,Evening,Kolkata,Economy,22.42,48,8112
Vistara,UK-814,Bangalore,Night,one,Evening,Kolkata,Economy,22.42,48,8112
GO_FIRST,G8-118,Bangalore,Night,one,Early_Morning,Kolkata,Economy,10.83,48,7978
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Kolkata,Economy,15.92,48,7978
Air_India,AI-808,Bangalore,Night,one,Evening,Kolkata,Economy,22.17,48,8198
Air_India,AI-503,Bangalore,Evening,one,Evening,Kolkata,Economy,25.33,48,8198
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,12,48,8913
Vistara,UK-893,Bangalore,Evening,two_or_more,Morning,Kolkata,Economy,13.75,48,8913
Vistara,UK-657,Bangalore,Morning,two_or_more,Night,Kolkata,Economy,11.25,48,9017
Vistara,UK-657,Bangalore,Morning,two_or_more,Morning,Kolkata,Economy,20.83,48,9017
Vistara,UK-657,Bangalore,Morning,two_or_more,Morning,Kolkata,Economy,22.08,48,9017
Indigo,6E-886,Bangalore,Morning,one,Afternoon,Kolkata,Economy,4.42,48,8832
Indigo,6E-484,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,48,8832
Indigo,6E-6257,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,7.25,48,8832
Vistara,UK-852,Bangalore,Morning,two_or_more,Evening,Kolkata,Economy,10.08,48,11372
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Kolkata,Economy,8.08,48,12771
AirAsia,I5-992,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.42,49,3393
AirAsia,I5-1321,Bangalore,Evening,zero,Night,Kolkata,Economy,2.58,49,3393
AirAsia,I5-1562,Bangalore,Afternoon,one,Evening,Kolkata,Economy,3.67,49,3185
GO_FIRST,G8-791,Bangalore,Evening,zero,Night,Kolkata,Economy,2.33,49,3393
AirAsia,I5-592,Bangalore,Evening,zero,Evening,Kolkata,Economy,2.42,49,3393
AirAsia,I5-2472,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,2.5,49,3393
Indigo,6E-6339,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,2.5,49,3393
Indigo,6E-503,Bangalore,Morning,zero,Afternoon,Kolkata,Economy,2.5,49,3393
GO_FIRST,G8-790,Bangalore,Afternoon,zero,Evening,Kolkata,Economy,2.5,49,3393
Indigo,6E-455,Bangalore,Morning,zero,Morning,Kolkata,Economy,2.58,49,3393
Indigo,6.00E-172,Bangalore,Afternoon,zero,Afternoon,Kolkata,Economy,2.58,49,3393
Indigo,6E-676,Bangalore,Evening,zero,Night,Kolkata,Economy,2.58,49,3393
Indigo,6E-975,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.58,49,3393
Indigo,6E-952,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.58,49,3393
Indigo,6E-6572,Bangalore,Afternoon,zero,Evening,Kolkata,Economy,2.67,49,3393
Indigo,6.00E-201,Bangalore,Evening,zero,Night,Kolkata,Economy,2.67,49,3393
SpiceJet,SG-401,Bangalore,Early_Morning,zero,Morning,Kolkata,Economy,3.17,49,3393
AirAsia,I5-410,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,4.67,49,3393
Indigo,6E-6798,Bangalore,Evening,one,Night,Kolkata,Economy,4.67,49,3393
Indigo,6E-6017,Bangalore,Evening,one,Night,Kolkata,Economy,5.17,49,3393
AirAsia,I5-1576,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.25,49,3393
Indigo,6E-6012,Bangalore,Afternoon,one,Night,Kolkata,Economy,5.33,49,3393
Indigo,6E-841,Bangalore,Afternoon,one,Night,Kolkata,Economy,5.5,49,3393
AirAsia,I5-1530,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.83,49,3393
Indigo,6E-356,Bangalore,Evening,one,Night,Kolkata,Economy,6.08,49,3393
Indigo,6E-6178,Bangalore,Night,one,Early_Morning,Kolkata,Economy,6.33,49,3393
AirAsia,I5-736,Bangalore,Late_Night,one,Early_Morning,Kolkata,Economy,6.42,49,3393
Indigo,6E-841,Bangalore,Afternoon,one,Night,Kolkata,Economy,6.42,49,3393
Indigo,6E-6067,Bangalore,Evening,one,Night,Kolkata,Economy,6.58,49,3393
AirAsia,I5-722,Bangalore,Late_Night,one,Early_Morning,Kolkata,Economy,6.67,49,3393
Indigo,6E-6212,Bangalore,Morning,one,Evening,Kolkata,Economy,6.67,49,3393
AirAsia,I5-1780,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,6.83,49,3393
Indigo,6E-457,Bangalore,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.25,49,3393
Indigo,6E-6012,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.33,49,3393
Indigo,6E-442,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,7.67,49,3393
Indigo,6E-457,Bangalore,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.92,49,3393
AirAsia,I5-741,Bangalore,Morning,one,Evening,Kolkata,Economy,7.92,49,3393
Indigo,6E-541,Bangalore,Morning,one,Evening,Kolkata,Economy,8.08,49,3393
Indigo,6E-6178,Bangalore,Night,one,Early_Morning,Kolkata,Economy,8.08,49,3393
Indigo,6E-684,Bangalore,Night,one,Early_Morning,Kolkata,Economy,8.17,49,3393
Indigo,6E-841,Bangalore,Afternoon,one,Night,Kolkata,Economy,8.42,49,3393
Indigo,6E-575,Bangalore,Night,one,Early_Morning,Kolkata,Economy,8.42,49,3393
Indigo,6.00E-255,Bangalore,Morning,one,Evening,Kolkata,Economy,8.83,49,3393
AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9,49,3393
Indigo,6E-368,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,9.17,49,3393
AirAsia,I5-1564,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,9.33,49,3393
AirAsia,I5-1530,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.5,49,3393
AirAsia,I5-741,Bangalore,Morning,one,Night,Kolkata,Economy,11.83,49,3393
AirAsia,I5-1564,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.92,49,3393
AirAsia,I5-1528,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13.08,49,3393
Air_India,AI-516,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,24.5,49,3478
Air_India,AI-9517,Bangalore,Evening,one,Morning,Kolkata,Economy,13.25,49,3489
SpiceJet,SG-517,Bangalore,Evening,zero,Night,Kolkata,Economy,2.58,49,3595
Air_India,AI-772,Bangalore,Morning,zero,Afternoon,Kolkata,Economy,2.42,49,3597
GO_FIRST,G8-294,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,12.33,49,3943
GO_FIRST,G8-808,Bangalore,Afternoon,one,Night,Kolkata,Economy,6.67,49,4201
Indigo,6E-886,Bangalore,Morning,one,Afternoon,Kolkata,Economy,4.42,49,4477
Indigo,6E-978,Bangalore,Evening,one,Night,Kolkata,Economy,5.58,49,4477
Indigo,6E-484,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,49,4477
Indigo,6E-6257,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,7.25,49,4477
Indigo,6E-969,Bangalore,Evening,one,Late_Night,Kolkata,Economy,7.5,49,4477
Air_India,AI-610,Bangalore,Evening,one,Morning,Kolkata,Economy,13.67,49,5007
Air_India,AI-610,Bangalore,Evening,one,Afternoon,Kolkata,Economy,17,49,5007
Air_India,AI-610,Bangalore,Evening,one,Night,Kolkata,Economy,28.08,49,5536
Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Kolkata,Economy,6.58,49,5561
Indigo,6E-537,Bangalore,Morning,one,Evening,Kolkata,Economy,9.25,49,5561
GO_FIRST,G8-283,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,8.67,49,5902
GO_FIRST,G8-292,Bangalore,Night,one,Afternoon,Kolkata,Economy,14.67,49,5902
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,7.42,49,6271
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Economy,8.42,49,6271
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,10.25,49,6271
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,10.42,49,6271
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Economy,11.42,49,6271
Vistara,UK-866,Bangalore,Night,one,Morning,Kolkata,Economy,12,49,6271
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13.25,49,6271
Vistara,UK-850,Bangalore,Evening,one,Morning,Kolkata,Economy,13.75,49,6271
Vistara,UK-864,Bangalore,Evening,one,Morning,Kolkata,Economy,14.67,49,6271
Vistara,UK-854,Bangalore,Evening,one,Morning,Kolkata,Economy,15.25,49,6271
Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Economy,19.25,49,6271
Vistara,UK-850,Bangalore,Evening,one,Evening,Kolkata,Economy,21,49,6271
Vistara,UK-864,Bangalore,Evening,one,Evening,Kolkata,Economy,21.92,49,6271
Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Economy,22.25,49,6271
Vistara,UK-854,Bangalore,Evening,one,Evening,Kolkata,Economy,22.5,49,6271
GO_FIRST,G8-320,Bangalore,Evening,one,Night,Kolkata,Economy,7.5,49,6186
GO_FIRST,G8-399,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.08,49,6186
GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,15.17,49,6186
GO_FIRST,G8-805,Bangalore,Morning,one,Night,Kolkata,Economy,13.33,49,6276
GO_FIRST,G8-395,Bangalore,Morning,one,Night,Kolkata,Economy,15.5,49,6408
GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Kolkata,Economy,13.83,49,6442
Indigo,6E-524,Bangalore,Morning,one,Afternoon,Kolkata,Economy,5.17,49,6548
Indigo,6E-524,Bangalore,Morning,one,Afternoon,Kolkata,Economy,5.83,49,6548
Indigo,6E-524,Bangalore,Morning,one,Evening,Kolkata,Economy,8.67,49,6548
Air_India,AI-501,Bangalore,Afternoon,one,Night,Kolkata,Economy,9,49,6583
Air_India,AI-505,Bangalore,Morning,one,Night,Kolkata,Economy,11.92,49,6583
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,Economy,16.17,49,6583
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.67,49,6956
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Night,Kolkata,Economy,14.83,49,6956
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.17,49,7106
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.67,49,7106
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Night,Kolkata,Economy,14.83,49,7106
Vistara,UK-893,Bangalore,Evening,two_or_more,Evening,Kolkata,Economy,22.17,49,7106
Air_India,AI-804,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,8.33,49,7004
Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Economy,12,49,7004
Air_India,AI-503,Bangalore,Evening,one,Morning,Kolkata,Economy,15.17,49,7004
Air_India,AI-808,Bangalore,Night,one,Afternoon,Kolkata,Economy,17.5,49,7004
Air_India,AI-501,Bangalore,Afternoon,one,Morning,Kolkata,Economy,19.67,49,7004
Air_India,AI-503,Bangalore,Evening,one,Afternoon,Kolkata,Economy,20.67,49,7004
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Economy,8.58,49,7721
Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Economy,6.58,49,8112
Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Economy,8.08,49,8112
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,49,8112
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,9.83,49,8112
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,10.08,49,8112
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.08,49,8112
Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Economy,11.17,49,8112
Vistara,UK-816,Bangalore,Morning,one,Night,Kolkata,Economy,11.25,49,8112
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.58,49,8112
Vistara,UK-814,Bangalore,Night,one,Morning,Kolkata,Economy,12.42,49,8112
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.58,49,8112
Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Economy,12.67,49,8112
Vistara,UK-812,Bangalore,Morning,one,Night,Kolkata,Economy,13,49,8112
Vistara,UK-814,Bangalore,Night,one,Evening,Kolkata,Economy,20.92,49,8112
Vistara,UK-818,Bangalore,Evening,one,Evening,Kolkata,Economy,22.42,49,8112
Vistara,UK-802,Bangalore,Evening,one,Evening,Kolkata,Economy,23.25,49,8112
Vistara,UK-814,Bangalore,Night,one,Evening,Kolkata,Economy,22.42,49,8322
GO_FIRST,G8-118,Bangalore,Night,one,Early_Morning,Kolkata,Economy,10.83,49,7978
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Kolkata,Economy,15.92,49,7978
Air_India,AI-505,Bangalore,Morning,one,Evening,Kolkata,Economy,8.75,49,8198
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13,49,8198
Air_India,AI-808,Bangalore,Night,one,Evening,Kolkata,Economy,22.17,49,8198
Air_India,AI-503,Bangalore,Evening,one,Evening,Kolkata,Economy,25.33,49,8198
Vistara,UK-893,Bangalore,Evening,two_or_more,Evening,Kolkata,Economy,21,49,8613
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,12.42,49,8527
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,12,49,8913
Vistara,UK-893,Bangalore,Evening,two_or_more,Morning,Kolkata,Economy,13.75,49,8913
Vistara,UK-657,Bangalore,Morning,two_or_more,Night,Kolkata,Economy,11.25,49,9017
Vistara,UK-657,Bangalore,Morning,two_or_more,Morning,Kolkata,Economy,20.83,49,9017
Vistara,UK-852,Bangalore,Morning,two_or_more,Evening,Kolkata,Economy,10.08,49,11372
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Kolkata,Economy,8.08,49,12771
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,1,6202
Indigo,6E-7257,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,4.75,1,6638
Air_India,AI-9505,Bangalore,Morning,one,Night,Hyderabad,Economy,12.08,1,7178
Indigo,6E-7223,Bangalore,Afternoon,zero,Evening,Hyderabad,Economy,1.67,1,8748
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,1,9142
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.5,1,10470
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,1,10638
Vistara,UK-802,Bangalore,Evening,one,Night,Hyderabad,Economy,28.08,1,11383
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,1,11163
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,1,12267
Indigo,6E-638,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.08,1,12003
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,1,12003
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,1,12004
Indigo,6E-541,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,3.92,1,12003
Indigo,6E-541,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.83,1,12003
Indigo,6E-7257,Bangalore,Morning,one,Evening,Hyderabad,Economy,8,1,12003
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.75,1,12544
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,18.75,1,12544
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,1,13002
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,1,13258
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,1,13258
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,1,13258
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,23.17,1,13258
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,16.67,1,13054
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,18.08,1,13054
Air_India,AI-501,Bangalore,Afternoon,one,Morning,Hyderabad,Economy,21.17,1,13054
Air_India,AI-501,Bangalore,Afternoon,one,Morning,Hyderabad,Economy,22.58,1,13054
Air_India,AI-808,Bangalore,Night,two_or_more,Night,Hyderabad,Economy,24.58,1,13162
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,6,1,13474
Air_India,AI-505,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.92,1,13474
Vistara,UK-816,Bangalore,Morning,one,Morning,Hyderabad,Economy,22.17,1,14150
Vistara,UK-816,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,25.08,1,14150
Vistara,UK-808,Bangalore,Early_Morning,one,Morning,Hyderabad,Economy,25.67,1,14150
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,28.58,1,14150
Air_India,AI-808,Bangalore,Night,two_or_more,Morning,Hyderabad,Economy,13.5,1,13894
Air_India,AI-808,Bangalore,Night,two_or_more,Morning,Hyderabad,Economy,14.92,1,13894
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.5,1,14314
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.08,1,15154
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,26.08,1,15154
Air_India,AI-573,Bangalore,Afternoon,two_or_more,Morning,Hyderabad,Economy,21.5,1,14936
Air_India,AI-573,Bangalore,Afternoon,two_or_more,Morning,Hyderabad,Economy,22.92,1,14936
Air_India,AI-808,Bangalore,Night,two_or_more,Evening,Hyderabad,Economy,22.33,1,15154
Air_India,AI-808,Bangalore,Night,two_or_more,Evening,Hyderabad,Economy,20.58,1,15380
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Economy,23.75,1,15380
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,28.25,1,15380
Air_India,AI-505,Bangalore,Morning,one,Evening,Hyderabad,Economy,31.17,1,15380
Air_India,AI-573,Bangalore,Afternoon,two_or_more,Evening,Hyderabad,Economy,30.33,1,15398
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,1,15837
Air_India,AI-738,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,24.58,1,15679
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.92,1,16414
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,1,16572
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14,1,16729
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,1,16729
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,9,1,17044
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,24.25,1,17779
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,1,18514
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.92,1,18514
Air_India,AI-501,Bangalore,Afternoon,one,Afternoon,Hyderabad,Economy,23.08,1,18937
Air_India,AI-505,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26,1,18937
Air_India,AI-505,Bangalore,Morning,one,Evening,Hyderabad,Economy,31.17,1,18960
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,9.42,1,19768
Air_India,AI-501,Bangalore,Afternoon,one,Night,Hyderabad,Economy,10.25,1,19669
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,1,19669
Air_India,AI-9876,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,3.75,2,1977
SpiceJet,SG-327,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,2,4338
SpiceJet,SG-517,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.08,2,4338
Indigo,6E-638,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.08,2,4338
Indigo,6E-6257,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,2,4338
Indigo,6E-484,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,2,4338
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,2,4338
Air_India,AI-507,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.33,2,4339
GO_FIRST,G8-805,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,7.17,2,4337
Air_India,AI-9505,Bangalore,Morning,one,Night,Hyderabad,Economy,12.08,2,5040
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,2,5335
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,2,5335
AirAsia,I5-1426,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,2,5335
Indigo,6E-7223,Bangalore,Afternoon,zero,Evening,Hyderabad,Economy,1.67,2,5808
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,2,6438
Indigo,6E-6339,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.33,2,6753
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,2,7488
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,2,7948
Indigo,6E-6017,Bangalore,Evening,one,Night,Hyderabad,Economy,4.08,2,8171
